Sample	lineage	conflict	ambiguity_score	scorpio_call	scorpio_support	scorpio_conflict	scorpio_notes	version	pangolin_version	scorpio_version	constellation_version	is_designated	qc_status	qc_notes	note
Consensus_V350082740_L02_93-93	BA.4.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_94-94	BA.2	0.0		Omicron (Unassigned)	0.88	0.06	scorpio call: Alt alleles 29; Ref alleles 2; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_95-95	BA.1.1	0.0		Omicron (BA.1-like)	0.8	0.05	scorpio call: Alt alleles 47; Ref alleles 3; Amb alleles 7; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.1.1(1/1)
Consensus_V350082740_L02_96-96	BA.4.1	0.0		Probable Omicron (Unassigned)	0.88	0.09	scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_97-97	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
Consensus_V350082740_L02_98-98	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
Consensus_V350082740_L02_99-99	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	failed to map	
Consensus_V350082740_L03_01-01	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(2/2)
Consensus_V350082740_L03_02-02	N.6	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.6(1/1)
Consensus_V350082740_L03_03-03	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.54	
Consensus_V350082740_L03_04-04	N.6	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.05	Usher placements: N.6(2/2)
Consensus_V350082740_L03_05-05	N.6	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.6(1/1)
Consensus_V350082740_L03_06-06	N.6	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.6(1/1)
Consensus_V350082740_L03_07-07	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.4(2/2)
Consensus_V350082740_L03_08-08	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(1/1)
Consensus_V350082740_L03_09-09	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(2/2)
Consensus_V350082740_L03_10-10	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1(2/2)
Consensus_V350082740_L03_100-100	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
Consensus_V350082740_L03_101-101	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
Consensus_V350082740_L03_102-102	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	failed to map	
Consensus_V350082740_L03_103-103	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.98	
Consensus_V350082740_L03_104-104	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
Consensus_V350082740_L03_11-11	C.26	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.26(2/2)
Consensus_V350082740_L03_12-12	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1(1/1)
Consensus_V350082740_L03_13-13	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.4(1/1)
Consensus_V350082740_L03_14-14	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(1/1)
Consensus_V350082740_L03_15-15	C.11	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.11(1/1)
Consensus_V350082740_L03_16-16	C.26	0.3333333333333333						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.26(2/3) C.33(1/3)
Consensus_V350082740_L03_17-17	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.4(2/2)
Consensus_V350082740_L03_18-18	C.26	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.26(1/1)
Consensus_V350082740_L03_19-19	C.26	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.26(2/2)
Consensus_V350082740_L03_20-20	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(1/1)
Consensus_V350082740_L03_21-21	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1(10/10)
Consensus_V350082740_L03_22-22	C.26	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.26(1/1)
Consensus_V350082740_L03_23-23	B.1.1.33	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1.33(1/1)
Consensus_V350082740_L03_24-24	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(1/1)
Consensus_V350082740_L03_25-25	P.1.15	0.0		Gamma (P.1-like)	0.5	0.06	scorpio call: Alt alleles 8; Ref alleles 1; Amb alleles 5; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: P.1.15(1/1)
Consensus_V350082740_L03_26-26	C.37	0.0		Lambda (C.37-like)	0.84	0.0	scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(1/1)
Consensus_V350082740_L03_27-27	B.1	0.5		Epsilon (B.1.427-like)	0.69	0.15	scorpio call: Alt alleles 9; Ref alleles 2; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1(1/2) B.1.429(1/2); scorpio lineage B.1.427 conflicts with inference lineage B.1
Consensus_V350082740_L03_28-28	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(2/2)
Consensus_V350082740_L03_29-29	C.37	0.0		Lambda (C.37-like)	0.79	0.0	scorpio call: Alt alleles 15; Ref alleles 0; Amb alleles 4; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.04	Usher placements: C.37(3/3)
Consensus_V350082740_L03_30-30	P.1	0.5		Gamma (P.1-like)	0.56	0.06	scorpio call: Alt alleles 9; Ref alleles 1; Amb alleles 4; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: P.1(1/2) P.1.15(1/2)
Consensus_V350082740_L03_31-31	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L03_32-32	C.37	0.0		Lambda (C.37-like)	0.79	0.0	scorpio call: Alt alleles 15; Ref alleles 0; Amb alleles 4; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.05	Usher placements: C.37(4/4)
Consensus_V350082740_L03_33-33	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(2/2)
Consensus_V350082740_L03_34-34	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(2/2)
Consensus_V350082740_L03_35-35	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L03_36-36	B.1.1.7	0.16666666666666666		Alpha (B.1.1.7-like)	0.74	0.09	scorpio call: Alt alleles 17; Ref alleles 2; Amb alleles 3; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1.7(5/6) Q.1(1/6)
Consensus_V350082740_L03_37-37	B.1.1.348	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1.348(2/2)
Consensus_V350082740_L03_38-38	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L03_39-39	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L03_40-40	P.1	0.0		Gamma (P.1-like)	0.69	0.12	scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 2; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: P.1(2/2)
Consensus_V350082740_L03_41-41	C.37	0.0		Lambda (C.37-like)	0.84	0.0	scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(2/2)
Consensus_V350082740_L03_42-42	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L03_43-43	P.1.15	0.0		Gamma (P.1-like)	0.62	0.12	scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 2; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: P.1.15(1/1)
Consensus_V350082740_L03_44-44	P.1	0.2		Gamma (P.1-like)	0.56	0.06	scorpio call: Alt alleles 9; Ref alleles 1; Amb alleles 4; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: P.1(4/5) P.1.7(1/5)
Consensus_V350082740_L03_45-45	P.1	0.0		Gamma (P.1-like)	0.69	0.19	scorpio call: Alt alleles 11; Ref alleles 3; Amb alleles 1; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: P.1(2/2)
Consensus_V350082740_L03_46-46	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(2/2)
Consensus_V350082740_L03_47-47	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 1; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L03_48-48	P.1	0.2		Gamma (P.1-like)	0.62	0.06	scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 3; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: P.1(4/5) P.1.7(1/5)
Consensus_V350082740_L03_49-49	BA.2.9	0.0		Probable Omicron (Unassigned)	0.79	0.09	scorpio call: Alt alleles 26; Ref alleles 3; Amb alleles 4; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2.9(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_50-50	BA.2	0.0		Probable Omicron (Unassigned)	0.76	0.12	scorpio call: Alt alleles 25; Ref alleles 4; Amb alleles 3; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.04	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_51-51	BA.4.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_52-52	BA.2.12.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2.12.1(4/4); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_53-53	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1.1(8/8)
Consensus_V350082740_L03_54-54	BA.2	0.0		Probable Omicron (Unassigned)	0.88	0.09	scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_55-55	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.04	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_56-56	BA.2	0.0		Probable Omicron (Unassigned)	0.82	0.12	scorpio call: Alt alleles 27; Ref alleles 4; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_57-57	BA.4.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_58-58	BA.2	0.5		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.04	Usher placements: BA.2(1/2) BA.2.9(1/2); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_59-59	BA.2	0.0		Probable Omicron (Unassigned)	0.76	0.12	scorpio call: Alt alleles 25; Ref alleles 4; Amb alleles 4; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.05	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_60-60	BA.2	0.0		Omicron (Unassigned)	0.88	0.06	scorpio call: Alt alleles 29; Ref alleles 2; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.04	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_61-61	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1.1(1/1)
Consensus_V350082740_L03_62-62	BA.2.12.1	0.0		Omicron (Unassigned)	0.88	0.06	scorpio call: Alt alleles 29; Ref alleles 2; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2.12.1(3/3); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_63-63	BA.2	0.0		Omicron (Unassigned)	0.85	0.06	scorpio call: Alt alleles 28; Ref alleles 2; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_64-64	BA.1.1	0.3333333333333333		Omicron (BA.1-like)	0.78	0.05	scorpio call: Alt alleles 46; Ref alleles 3; Amb alleles 7; Oth alleles 3	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.1(1/6) BA.1.1(4/6) BA.1.1.6(1/6)
Consensus_V350082740_L03_65-65	BA.1.1	0.0		Omicron (BA.1-like)	0.75	0.05	scorpio call: Alt alleles 44; Ref alleles 3; Amb alleles 7; Oth alleles 5	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.05	Usher placements: BA.1.1(5/5)
Consensus_V350082740_L03_66-66	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 1; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_67-67	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(1/1)
Consensus_V350082740_L03_68-68	B.1.1	0.5						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1(3/6) B.1.1(3/6)
Consensus_V350082740_L03_69-69	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_70-70	BA.1.1	0.5		Omicron (Unassigned)	0.79	0.06	scorpio call: Alt alleles 26; Ref alleles 2; Amb alleles 4; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1.529(1/6) BA.1(1/6) BA.1.1(3/6) BA.1.1.6(1/6); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_71-71	C.37	0.0		Lambda (C.37-like)	0.84	0.05	scorpio call: Alt alleles 16; Ref alleles 1; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(4/4)
Consensus_V350082740_L03_72-72	BA.4.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_73-73	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1(11/11)
Consensus_V350082740_L03_74-74	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(3/3)
Consensus_V350082740_L03_75-75	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(1/1)
Consensus_V350082740_L03_76-76	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1.1(4/4)
Consensus_V350082740_L03_77-77	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1.1(6/6)
Consensus_V350082740_L03_78-78	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_79-79	BA.2	0.16666666666666666		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(5/6) BA.2.23(1/6); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_80-80	BA.2.12.1	0.0		Probable Omicron (Unassigned)	0.88	0.09	scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2.12.1(2/2); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_81-81	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_82-82	BA.2	0.0		Probable Omicron (Unassigned)	0.82	0.09	scorpio call: Alt alleles 27; Ref alleles 3; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_83-83	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(1/1)
Consensus_V350082740_L03_84-84	BA.2.3	0.5		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/2) BA.2.3(1/2); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_85-85	BA.4.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_86-86	BA.2.12.1	0.0		Omicron (Unassigned)	0.88	0.03	scorpio call: Alt alleles 29; Ref alleles 1; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2.12.1(3/3); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_87-87	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 1; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.04	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_88-88	BA.2.12.1	0.0		Probable Omicron (Unassigned)	0.67	0.12	scorpio call: Alt alleles 22; Ref alleles 4; Amb alleles 7; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2.12.1(2/2); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_89-89	BA.2	0.0		Probable Omicron (Unassigned)	0.88	0.09	scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L03_90-90	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(3/3)
