sample_id,sample,pangolin_lineage,nextclade_clade,vadr_p/f,fastqc_raw_reads_1,fastqc_raw_reads_2,fastp_reads_passed,depth_after_trimming,1X_coverage_after_trimming,num_pos_100X,insert_size_after_trimming,ivar_num_variants_identified,bcftools_variants_identified,bedtools_num_failed_amplicons,samtools_num_failed_amplicons,num_N,num_degenerage,num_non-ambiguous,num_total,cleaner_version,aligner_version,trimmer_version,ivar_version,vadr_model,vadr_alerts,nextclade_qc.overallScore,nextclade_qc.overallStatus,pangolin_conflict,pangolin_ambiguity_score,pangolin_scorpio_call,pangolin_scorpio_support,pangolin_scorpio_conflict,pangolin_scorpio_notes,pangolin_version,pangolin_pangolin_version,pangolin_scorpio_version,pangolin_constellation_version,pangolin_is_designated,pangolin_qc_status,pangolin_qc_notes,pangolin_note,freyja_summarized,freyja_lineages,freyja_abundances,freyja_resid,freyja_coverage
V350082740_L03_47-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9623748233752072)  ('Other'  0.008520719993058186)],C.37 B.1.478 B.1.273,0.96237482 0.00745257 0.00106815,15.18038147077428,99.88964317961408
V350082740_L01_63-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.9383463915732091)  ('Omicron'  0.002215819788917328)],BA.2.56 BA.2 BA.2.23 BA.2.68 BA.2.31 BA.2.62 BA.2.9.1 BA.2.11 BA.2.57 BA.2.61 BA.2.66 BA.2.71 BA.2.34 BA.2.59 BA.2.46 BA.2.2.1 BA.2.21 BA.2.32 BA.2.27 BA.2.29 BA.2.55 BA.2.3.7 BA.2.8 BA.2.9.5 XAA BA.2.60 XY BA.2.40 BA.2.25,0.46313298 0.25639582 0.16649020 0.01359830 0.00365042 0.00317460 0.00245663 0.00219881 0.00218341 0.00201170 0.00177120 0.00168660 0.00158464 0.00157233 0.00147140 0.00145803 0.00144259 0.00143556 0.00135570 0.00129476 0.00121383 0.00121319 0.00118472 0.00117343 0.00112725 0.00110424 0.00108857 0.00105932 0.00103199,17.03750907723001,99.9933117078554
V350082740_L01_73-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.41920691156581674)  ('Omicron'  0.2603692673852689)  ('Lambda'  0.19090311700034462)  ('BA.5* [Omicron (BA.5.X)]'  0.0032738100003637826)  ('A'  0.0011336900000271447)  ('Delta'  0.001073815997538341)],N.4 XAE C.37 B.1.177 BA.3 BA.4.1 B.1.8 B.1.177.72 B.1.177.17 XZ B.1.274 B.1.195 B.1.201 BA.4.1.3 B.1.187 BA.4.1.5 W.2 B.1.483 B.1.97 BA.4.1.1 B.1.70 AA.8 proposed590 B.1.254 D.2 B.1.177.32 BA.5.6.1 B.1.76 B.1.1.109 BA.5.2.5 B.1.199 B.1.1.217 B.1.69 XY B.1.445 B.1.393 AP.1 B.1.585 B.58 C.2.1 B.1.177.75 N.7 B.1.600 B.1.177.33 B.1.234 N.2 B.1.128 B.1.404 B.1.478 B.1.423 B.1.177.10 B.1.134 B.1.524 B.1.215 AA.4 B.1.1.437 B.1.188 BA.4.3 A.3 B.1.127 B.1.1.251 N.5 B.1.177.4 B.1.1.121 B.1.181 B.1.1.44 B.1.640.2 AY.3.3 B.1.557 B.1.603 B.1.177.77 XR B.1.579 B.1.444 N.10 B.1.23 B.1.1.224 B.1.550 B.1.375 M.3 B.1.205 W.1,0.24274521 0.20362369 0.19090312 0.07417613 0.02384007 0.01877774 0.00483798 0.00459283 0.00355189 0.00345203 0.00339396 0.00333863 0.00288254 0.00246723 0.00240324 0.00238723 0.00231786 0.00224093 0.00211685 0.00209652 0.00194175 0.00180407 0.00178138 0.00174110 0.00172622 0.00169346 0.00166339 0.00164692 0.00161063 0.00161042 0.00160449 0.00160187 0.00155294 0.00153516 0.00150050 0.00144257 0.00143950 0.00140292 0.00137873 0.00136734 0.00135606 0.00134287 0.00133694 0.00130514 0.00130337 0.00128041 0.00127623 0.00121893 0.00120937 0.00120698 0.00120563 0.00120538 0.00118878 0.00118351 0.00116213 0.00115844 0.00114995 0.00113422 0.00113369 0.00112810 0.00111701 0.00110046 0.00109797 0.00109141 0.00109114 0.00107580 0.00107396 0.00107382 0.00107354 0.00107105 0.00106808 0.00105538 0.00105272 0.00105206 0.00104765 0.00104124 0.00103977 0.00102930 0.00101437 0.00101409 0.00100220 0.00100041,15.235148183470699,99.89633147175869
V350082740_L03_27-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Epsilon'  0.9310632184235418)  ('Other'  0.0011397299702025669)],B.1.429 B.1.375 B.1.429.1,0.93004549 0.00113973 0.00101773,17.100495447209326,100.0
V350082740_L03_66-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.9321230021711812)  ('Omicron'  0.0039137808926272884)  ('Lambda'  0.0018452279685498988)  ('Other'  0.0010028394875622971)],BA.2.56 BA.2.23 BA.2 BA.2.62 BA.2.68 BA.2.9.1 BA.2.29 BA.2.52 BA.2.31 BA.2.11 BA.2.71 BA.2.59 BA.2.13.1 BA.2.9.5 BA.2.43 BA.2.27 C.37 BA.2.21 BA.2.60 BA.2.8 BA.2.46 BA.2.2.1 BA.2.53 BA.2.10.1 XAK BG.1 BA.2.5 BA.2.22 XAA BA.2.41 BA.2.57 BA.2.25 BA.2.24 BA.2.65 BA.2.40.1 BA.2.51 BA.2.50 BA.2.54 BA.2.42 B.1.128 BA.2.48,0.38536753 0.25595304 0.23262862 0.00379267 0.00338310 0.00310098 0.00297402 0.00296084 0.00253485 0.00240974 0.00231249 0.00209476 0.00209104 0.00200279 0.00198342 0.00198003 0.00184523 0.00177002 0.00148268 0.00144890 0.00138035 0.00135575 0.00135572 0.00134650 0.00133973 0.00133329 0.00124494 0.00124304 0.00124076 0.00118994 0.00118157 0.00116910 0.00114170 0.00109746 0.00104948 0.00104803 0.00101897 0.00101882 0.00100977 0.00100284 0.00100035,17.58656554186642,100.0
V350082740_L04_57-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Omicron'  0.9503488781061303)  ('BA.2* [Omicron (BA.2.X)]'  0.0012777899996009809)],BA.4.1 B.1.1.529 BA.2.9.1 BA.4.1.1 BA.4.1.5,0.94595490 0.00214798 0.00127779 0.00117044 0.00107556,18.26497462082923,99.9899675617831
V350082740_L04_47-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9662424040920654)  ('Other'  0.011376099999346136)],C.37 B.1.478,0.96624240 0.01137610,15.079272150070269,99.88964317961408
V350082740_L02_44-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Gamma'  0.8716490011888938)  ('Other'  0.05450175684541337)],P.1.1 P.1 B.1.177 P.1.12 B.1.478 B.1.177.72 P.1.13 P.1.15 B.1.70 B.1.187 B.1.177.2 P.1.14 B.1.177.75,0.65601437 0.19234544 0.02681083 0.01565159 0.01216420 0.00713306 0.00365464 0.00294695 0.00269542 0.00261709 0.00204564 0.00103600 0.00103552,17.401136613247242,99.86623415710798
V350082740_L01_58-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.7261177171217249)  ('Other'  0.21635401875583557)  ('Omicron'  0.0038625199195117454)],BA.2.9 miscBA1BA2Pre4321 BA.2.9.1 XAG BA.2.52 BA.2.9.5 BA.2.9.3 BA.2.25 BA.2.2.1 XAA BA.2.51,0.71326685 0.21635402 0.00279658 0.00278493 0.00274424 0.00205864 0.00155703 0.00147101 0.00118217 0.00107759 0.00104120,17.790768031375862,100.0
V350082740_L04_49-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.7511230590873438)  ('Other'  0.1883130333919315)  ('Omicron'  0.005134653988901808)],BA.2.9 miscBA1BA2Pre4321 XAG BA.2.9.1 BA.2.9.3 BA.2.9.5 BA.2.10.1 BA.2.13.1 BA.2.29 BA.2.25.1 BA.2.59 XY BA.2.34 BA.2.52 BA.2.2.1 XAA,0.73492703 0.18831303 0.00292860 0.00259792 0.00171005 0.00162025 0.00152397 0.00143369 0.00134635 0.00134156 0.00126582 0.00118390 0.00116709 0.00114416 0.00104517 0.00102215,18.084671091397976,99.89633147175869
V350082740_L03_40-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Gamma'  0.9087747876615314)  ('Other'  0.020460692997669807)  ('Alpha'  0.0010324150001330432)],P.1.1 P.1 P.1.12 B.1.478 P.1.15 P.1.13 P.1.14 P.1.10 P.1.9 B.1.128 P.1.7.1 B.1.177.69 P.1.16 B.1.1.98 B.1.1.339 B.1.177.25 B.1.1.186 Q.4 B.1.1.109 B.1.1.380,0.69932110 0.17276534 0.01783926 0.01103860 0.00444444 0.00433564 0.00401741 0.00166113 0.00163532 0.00153551 0.00148644 0.00134771 0.00126871 0.00124766 0.00111020 0.00109649 0.00104029 0.00103242 0.00102564 0.00101859,16.711157006137938,99.86289001103569
V350082740_L02_90-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9076903940001414)  ('Other'  0.011835093984591124)  ('BA.2* [Omicron (BA.2.X)]'  0.004230017084850714)  ('Omicron'  0.003346294910340154)],C.37 BA.2.9.1 BA.2.2.1 W.2 AP.1 B.1.203 BG.1 B.1.177.87 V.1 BA.2.3.4 B.1.603 B.1.474 B.1.444 XY AM.3 B.1.1.437 BA.3,0.90769039 0.00156160 0.00151000 0.00139656 0.00136324 0.00124820 0.00119918 0.00117270 0.00116649 0.00115842 0.00114926 0.00112210 0.00108973 0.00108622 0.00106428 0.00106253 0.00106090,14.49456496562601,99.899675617831
V350082740_L03_72-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Omicron'  0.9464107149447131)  ('BA.2* [Omicron (BA.2.X)]'  0.0017328899967834447)],BA.4.1 B.1.1.529 BA.4.1.1 BA.2.9.1 BA.4.1.3 BA.4.1.5 XJ,0.93691548 0.00377606 0.00205297 0.00173289 0.00132450 0.00124427 0.00109743,18.292891305369384,100.0
V350082740_L03_102-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.681878549968622)  ('Omicron'  0.22070584999514176)  ('Delta'  0.07407409999791091)  ('BA.2* [Omicron (BA.2.X)]'  0.02334150000022043)],B.11 N.3 BA.3 B.1.182 B.1.617.2 BA.4 XV miscBA1BA2Post13k B.1.383 B.1.177.2 BA.2.23 B.1.177.28 B.1.384 BA.4.1.2,0.33333300 0.14635266 0.11147160 0.09090910 0.07407410 0.06594948 0.04166665 0.04166665 0.03225810 0.03125000 0.02334150 0.00446430 0.00164474 0.00161812,8.977039816262414,26.46891616225797
V350082740_L02_49-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.751308094218924)  ('Other'  0.1911560775230004)  ('Omicron'  0.008252914415221083)],BA.2.9 miscBA1BA2Pre4321 XAG BA.2.9.1 B.1.1.529 BA.2.9.5 BA.2.52 BA.2.34 BA.2.9.3 XV XY BA.2.7 BA.2.8 BA.2.44 BA.2.10.1 BA.2.45,0.73641723 0.19115608 0.00313596 0.00207319 0.00206131 0.00204831 0.00182232 0.00174490 0.00166790 0.00164745 0.00140820 0.00113122 0.00112727 0.00110281 0.00108962 0.00108332,17.974519460612992,99.899675617831
V350082740_L03_31-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9714735494142938)],C.37,0.97147355,13.041419576388012,99.9966558539277
V350082740_L04_05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.9124573247048736)],N.6 B.1.177.72 B.1.177.17 B.1.187 B.1.478 N.7 B.1.127 B.1.639 B.1.421 AA.8 B.1.564.1 B.1.177.75 B.1.106 B.1.531 B.1.9.2 B.1.629 B.1.177.33 B.1.1.251 B.1.524 B.1.203 N.5,0.88293469 0.00387817 0.00269517 0.00265021 0.00213683 0.00139526 0.00124430 0.00121121 0.00120627 0.00117982 0.00117899 0.00115506 0.00114497 0.00109290 0.00107923 0.00107581 0.00106232 0.00104836 0.00104509 0.00103627 0.00100639,10.980123811360887,99.89633147175869
V350082740_L04_66-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.9293414202926717)  ('Lambda'  0.0033320030814534907)  ('Omicron'  0.00234080999076802)],BA.2.56 BA.2 BA.2.23 C.37 BA.2.9.1 BA.2.31 BA.2.29 BA.2.68 BA.2.62 BA.2.52 BA.2.9.5 BA.2.72 BA.2.59 BA.2.11 BA.2.21 BA.2.71 BA.2.8 BA.2.34 BA.2.13.1 BA.2.27 BA.2.40 BA.2.2.1 BA.2.64 BA.2.60 BA.2.7 BA.2.3.7 BA.2.41 BA.2.5 BA.2.55 BA.2.63 BA.2.25.1 XL BA.2.18 BA.2.26 BA.2.10.1 XAA BA.2.33 BA.2.53 BA.2.28 BA.2.66 BA.2.42,0.37129719 0.25046579 0.25021900 0.00333200 0.00290194 0.00266298 0.00256232 0.00255866 0.00235018 0.00229106 0.00224623 0.00196736 0.00190784 0.00184843 0.00180192 0.00172470 0.00169196 0.00169178 0.00161754 0.00152439 0.00151930 0.00150342 0.00147855 0.00146972 0.00146031 0.00143935 0.00128974 0.00128473 0.00125448 0.00124956 0.00121666 0.00120492 0.00118854 0.00115317 0.00114063 0.00113589 0.00113048 0.00110980 0.00107833 0.00103199 0.00101138,17.441836899625137,99.90301976390329
V350082740_L02_17-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.8311673344465301)  ('Gamma'  0.04931863132060129)],N.4 B.1.177 P.1.15 P.1.12 B.1.274 B.1.8 B.1.177.17 B.1.177.72 B.1.195 B.1.76 B.1.97 B.1.557 P.1.16 B.1.177.75 B.1.254 B.1.483 B.1.128 B.1.201 AA.8 B.1.199 N.7 B.1.70 P.7 B.1.478 B.1.177.10 B.58 B.1.1.361 B.1.1.437 B.1.177.77 B.1.177.32 B.1.153 B.1.444 B.1.131 B.1.187 B.1.393 B.1.1.288 B.1.330 B.1.423 B.1.177.25 B.1.1.86 B.1.550 B.1.243.2 AP.1 W.2 B.1.600 B.1.375 B.1.1.217 B.1.188 AM.3 B.1.1.224 B.1.23 B.1.203 B.1.546 N.5 N.2 B.1.177.33 B.1.1.121 B.1.629 B.1.1.120 B.1.1.256 B.1.234 B.1.531 B.1.181 B.1.127 B.1.205 AH.1 B.1.1.507 B.1.142,0.65660374 0.08209027 0.03698968 0.01035313 0.00412145 0.00357037 0.00312901 0.00283331 0.00263671 0.00223988 0.00213529 0.00207101 0.00197582 0.00192640 0.00187252 0.00175456 0.00175168 0.00173998 0.00171936 0.00157806 0.00157336 0.00153296 0.00147857 0.00144289 0.00143974 0.00141760 0.00141309 0.00140928 0.00140178 0.00139855 0.00134553 0.00133803 0.00133649 0.00129902 0.00128168 0.00126718 0.00125196 0.00119048 0.00118269 0.00117483 0.00117268 0.00115847 0.00115024 0.00114778 0.00114675 0.00113934 0.00113670 0.00112917 0.00111888 0.00110146 0.00109697 0.00109573 0.00109262 0.00108979 0.00107518 0.00107135 0.00106210 0.00103815 0.00103792 0.00103291 0.00103139 0.00101947 0.00101755 0.00101590 0.00101487 0.00101316 0.00100676 0.00100474,13.491800550881617,99.89633147175869
V350082740_L03_63-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.9377462264842817)  ('Omicron'  0.0012254899917704828)],BA.2.56 BA.2 BA.2.23 BA.2.68 BA.2.9.1 BA.2.11 BA.2.61 BA.2.40 BA.2.31 BA.2.52 BA.2.59 BA.2.66 BA.2.27 BA.2.55 BA.2.33 BA.2.44 BA.2.29 BA.2.8 BA.2.43 BA.2.71 B.1.1.529 BA.2.21 BA.2.32 BA.2.9.5 BA.2.50 BA.2.18 BA.2.51 BA.2.2.1 BA.2.28 BA.2.10.1 BA.2.22,0.47527218 0.25414861 0.15497298 0.01546890 0.00262230 0.00212727 0.00209510 0.00208117 0.00198020 0.00182382 0.00167322 0.00159584 0.00148441 0.00145681 0.00141134 0.00140726 0.00132900 0.00132782 0.00129414 0.00125254 0.00122549 0.00122378 0.00119287 0.00115841 0.00111422 0.00106732 0.00105634 0.00105030 0.00103222 0.00102576 0.00100010,16.92295882011077,99.89633147175869
V350082740_L03_02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.9366075774154471)],N.6 B.1.478 B.1.177.72 B.1.187 B.1.177.17 B.1.524 B.1.214 B.1.603 B.1.97,0.92203698 0.00389615 0.00307828 0.00183837 0.00149365 0.00111177 0.00111012 0.00103621 0.00100604,9.286142010988373,100.0
V350082740_L04_25-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Gamma'  0.8812972620631646)  ('Other'  0.018407415966060128)],P.1.15 P.1.12 B.1.177.72 P.1.14 B.1.478 B.1.177.17 B.1.187 B.1.177.20 B.1.524 P.1.9 AP.1 P.1.17.1 P.1.16 B.1.23 B.1.177.75 B.1.177.33,0.85467493 0.02057829 0.00470530 0.00246014 0.00213627 0.00199090 0.00195958 0.00190229 0.00131310 0.00126626 0.00126429 0.00118226 0.00113538 0.00106952 0.00104167 0.00102449,15.7718098572835,99.90970805604789
V350082740_L01_71-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.7355965520118043)  ('Other'  0.0689959876316223)  ('Omicron'  0.0479619102542359)  ('BA.2* [Omicron (BA.2.X)]'  0.033772514293272875)  ('BA.5* [Omicron (BA.5.X)]'  0.0026380570124509015)  ('A'  0.0011306820118143245)  ('Eta'  0.0010580599996070077)],C.37 BA.3 BA.2.23 XZ XQ B.1.177.17 B.1.177.72 BA.2.29 BA.2.50 B.1.77 BA.2.8 B.1.187 B.1.177.43 BA.2.2.1 B.1.23 miscBA2BA1PostSpike BA.2.28 B.1.474 B.1.70 B.1.177.75 BA.2.9.1 C.37.1 BA.2.62 BA.2.10.3 N.7 B.1.177.77 W.2 BA.2.25.1 B.1.423 BA.2.53 B.1.93 B.1.1.519 XAE B.1.177.87 B.1.640.2 XY B.1.1.507 B.1.203 BA.5.6.1 B.1.585 AA.7 B.1.348 B.1.1.437 B.1.127 BA.5.2.5 XE B.1.563 B.1.1.251 B.1.177.59 B.1.531 B.1.1.93 B.1.188 B.1.318 B.1.1.284 XAA XG B.1.579 B.1.629 A.3 B.1.595.3 Z.1 B.1.619.1 B.1.1.109 B.1.478 AH.1 BA.2.3.7 B.1.525 N.10 B.1.177.26 B.1.221.4 AM.3 BA.2.26 B.1.637.1 B.1.549,0.73387686 0.03049542 0.01223999 0.00588782 0.00520512 0.00352290 0.00341880 0.00273315 0.00240227 0.00233102 0.00232086 0.00215116 0.00204461 0.00192530 0.00192519 0.00188635 0.00188215 0.00186300 0.00183083 0.00182039 0.00172587 0.00171969 0.00169172 0.00167191 0.00166275 0.00159419 0.00157934 0.00155440 0.00154083 0.00153846 0.00148494 0.00148295 0.00144411 0.00140885 0.00140741 0.00138071 0.00137059 0.00135501 0.00134288 0.00133779 0.00132823 0.00132231 0.00130030 0.00129825 0.00129518 0.00127226 0.00126698 0.00125576 0.00125514 0.00122146 0.00120636 0.00120126 0.00117751 0.00117563 0.00114068 0.00113579 0.00113572 0.00113325 0.00113068 0.00110531 0.00110193 0.00109649 0.00107755 0.00107066 0.00106710 0.00106271 0.00105806 0.00105227 0.00103932 0.00103717 0.00102699 0.00102372 0.00101911 0.00100503,17.91321923709846,99.90636390997558
V350082740_L02_10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.8399384636672003)],B.1.1 D.2 B.1.1.132 B.1.177 B.1.1.359 B.1.1.58 B.1.1.187 B.1.177.72 B.1.478 B.1.1.185 B.1.1.160 B.1.177.2 B.1.1.33 B.1.1.172 B.1.1.37 B.1.1.92 B.1.1.166 B.1.1.95 B.1.1.71 B.1.177.17 B.1.1.109 B.1.1.197 B.1.1.296 B.1.1.258 B.1.1.463 B.1.1.115 B.1.1.12 B.1.1.408 B.1.1.203 B.1.1.213 B.1.1.301 B.1.1.83 B.1.1.249 B.1.1.217 B.1.1.137 B.1.1.180 B.1.70 B.1.1.98 B.1.1.208 B.1.177.43 B.1.1.111 B.1.1.380 B.1.1.438 B.1.1.344 B.1.1.123 B.1.1.383 B.1.1.5 B.1.181 B.1.1.205 B.1.1.255 B.1.1.270 B.1.1.236 B.1.1.169 B.1.177.75 B.1.1.3 B.1.1.59 B.1.1.86 B.1.1.17 B.1.1.368 B.1.1.371 B.1.1.315 B.1.1.519 B.1.1.192 B.1.1.113 B.1.1.261 B.1.1.164 B.1.1.72 B.1.1.395 B.1.1.349 B.1.1.361 B.1.1.363,0.44709266 0.12317788 0.08230499 0.07437340 0.00532954 0.00512201 0.00370041 0.00328634 0.00315331 0.00301989 0.00294811 0.00280664 0.00277772 0.00254130 0.00241052 0.00231589 0.00225394 0.00220444 0.00206186 0.00198093 0.00184689 0.00175901 0.00168214 0.00163062 0.00161137 0.00155069 0.00154012 0.00152781 0.00152690 0.00148334 0.00146007 0.00141933 0.00141143 0.00139085 0.00138222 0.00137363 0.00135870 0.00135823 0.00134341 0.00133878 0.00130242 0.00129490 0.00126924 0.00125770 0.00124378 0.00124371 0.00124304 0.00123305 0.00118624 0.00118614 0.00117892 0.00116959 0.00114849 0.00114218 0.00111309 0.00110933 0.00109766 0.00109043 0.00108992 0.00108701 0.00107867 0.00107035 0.00105431 0.00103546 0.00103466 0.00103160 0.00102681 0.00102307 0.00102185 0.00101474 0.00100279,10.60169052697617,99.63214393204696
V350082740_L01_74-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9315894738911982)  ('Other'  0.010274506063938735)  ('BA.2* [Omicron (BA.2.X)]'  0.0014394799023203992)],C.37 B.1.97 BA.2.9.1 B.1.177.39 AP.1 B.58 B.1.203 B.1.603 B.1.524 B.1.444,0.93158947 0.00176180 0.00143948 0.00139551 0.00131779 0.00130678 0.00122664 0.00111525 0.00111317 0.00103756,13.678896231205066,100.0
V350082740_L03_39-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9695896087467106)],C.37,0.96958961,16.60200830527556,99.9966558539277
V350082740_L02_16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.8795878269547419)],C.26 B.1.1.1 B.1.177 B.1.177.72 B.1.478 B.1.274 B.1.8 B.1.201 B.1.195 B.1.177.17 C.2 B.1.177.43 B.1.187 B.1.1.98 B.1.177.2 B.1.13 B.1.254 D.2 N.7 B.1.70 B.1.179 B.1.76 B.1.177.75 B.1.177.32,0.52290354 0.24203737 0.06903942 0.00675987 0.00652831 0.00367953 0.00277168 0.00276392 0.00271087 0.00225626 0.00207307 0.00192602 0.00156230 0.00142998 0.00123417 0.00123263 0.00114400 0.00112830 0.00111933 0.00107991 0.00107381 0.00106967 0.00105510 0.00100877,11.180056278504477,99.89298732568639
V350082740_L01_66-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('BA.2* [Omicron (BA.2.X)]'  0.9358315507709783)  ('Omicron'  0.0021019131488906337)  ('Lambda'  0.001292313375508006)],BA.2.56 BA.2.23 BA.2 BA.2.31 BA.2.68 BA.2.11 BA.2.9.1 BA.2.9.5 BA.2.52 BA.2.29 BA.2.59 BA.2.71 BA.2.8 BA.2.43 BA.2.13.1 BA.2.21 BA.2.25.1 BA.2.5 BA.2.65 BA.2.1 BA.2.45 C.37 BA.2.53 BA.2.7 BA.2.2.1 BA.2.57 BA.2.63 BA.2.46 BG.3 BA.2.27 BA.2.3.7 BA.2.26 BA.2.3.8 BA.2.34 BA.2.42 BA.2.33 XAA BA.2.60,0.38474773 0.26133385 0.23912263 0.00355041 0.00323634 0.00239546 0.00230165 0.00226560 0.00214873 0.00194618 0.00184388 0.00181580 0.00175695 0.00175351 0.00172089 0.00161112 0.00144472 0.00136654 0.00134040 0.00133369 0.00129796 0.00129231 0.00122810 0.00122699 0.00122233 0.00118017 0.00116401 0.00112430 0.00108748 0.00107652 0.00107372 0.00107259 0.00103865 0.00103530 0.00102556 0.00102084 0.00101443 0.00100843,17.521418117891926,99.90970805604789
V350082740_L03_90-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Lambda'  0.9089261089991605)  ('Other'  0.008855449867775018)  ('BA.2* [Omicron (BA.2.X)]'  0.004168916493344357)  ('Omicron'  0.0023841300144558245)  ('Gamma'  0.0012225799968974078)  ('Delta'  0.0012088494489788009)  ('A'  0.001119540003865023)],C.37 BA.2.9.1 BA.2.2.1 BA.3 B.1.444 P.1.14 AY.3.3 AP.1 W.2 A.3 B.1.188 B.1.177.87 B.1.1.396 B.1.629 B.1.243.2 XY,0.90892611 0.00241443 0.00175449 0.00136976 0.00131415 0.00122258 0.00120885 0.00113250 0.00112418 0.00111954 0.00106860 0.00106397 0.00106184 0.00105593 0.00103428 0.00101437,14.635625723868111,100.0
V350082740_L04_17-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Other'  0.8335191190392506)  ('Gamma'  0.04981426315808765)  ('Theta'  0.0010337200025652585)],N.4 B.1.177 P.1.15 P.1.12 B.1.177.72 B.1.195 B.1.8 B.1.274 B.1.187 B.1.70 B.1.177.17 B.1.1.86 B.1.177.77 B.1.76 B.1.199 P.1.16 B.58 B.1.128 N.7 W.2 B.1.131 B.1.97 B.1.524 B.1.478 B.1.177.75 B.1.1.361 B.1.1.163 B.1.393 B.1.277 N.1 B.1.483 B.1.181 B.1.215 B.1.1.437 B.1.177.33 B.1.201 B.1.346 B.1.177.10 B.1.444 N.5 B.1.203 Z.1 AA.8 AH.1 B.1.629 B.1.1.217 B.1.1.224 N.2 B.1.550 B.1.110.2 B.1.375 B.1.177.74 P.7 B.1.423 B.1.1.109 P.3 B.1.618 B.1.639 B.1.564.1 B.1.177.32 AP.1 B.1.1.251,0.66627633 0.08307103 0.03836862 0.00975019 0.00452072 0.00314295 0.00310361 0.00264448 0.00242641 0.00233645 0.00227714 0.00189639 0.00178811 0.00177077 0.00170367 0.00169545 0.00163767 0.00161184 0.00153784 0.00149676 0.00148740 0.00147425 0.00146520 0.00145732 0.00145712 0.00142300 0.00139652 0.00139046 0.00139043 0.00138242 0.00137825 0.00135347 0.00133023 0.00132887 0.00132531 0.00130541 0.00128977 0.00125996 0.00124566 0.00123671 0.00118835 0.00118524 0.00118402 0.00117943 0.00117422 0.00115815 0.00115284 0.00112862 0.00109870 0.00109553 0.00108357 0.00105502 0.00104696 0.00103721 0.00103654 0.00103372 0.00102694 0.00102669 0.00102069 0.00101364 0.00100393 0.00100290,13.461973614373811,100.0
V350082740_L01_36-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[('Alpha'  0.950861866428558)],Q.1 B.1.1.7 Q.4 Q.7,0.83838884 0.10721276 0.00375385 0.00150642,16.581859996733257,99.899675617831
